"Date","Day","Month","Year","Type","Country","Area","Location","Activity","Sex","Age","Injury","Fatal..Y.N.","Species","address","latitude","longitude"
"24-Oct-16",24,"Oct",2016,"Unprovoked","AUSTRALIA","New South Wales","Broken Head Beach","Surfing","M",36,"Lacerations to left thigh","N","Unknown","Broken Head Beach , New South Wales , AUSTRALIA",-28.6981855050265,153.599658972483
"21-Oct-16",21,"Oct",2016,"Unprovoked","USA","Hawaii","Hooipa Beach Park, Maui","Surfing","M",36,"Left arm and leg injured","N","Unknown","Hooipa Beach Park, Maui , Hawaii , USA",20.93667,-156.36056
"14-Oct-16",14,"Oct",2016,"Unprovoked","USA","Hawaii","Charlie Young Beach, Kihei, Maui","Snorkeling","F",66,"Injuries to left calf","N","Unknown","Charlie Young Beach, Kihei, Maui , Hawaii , USA",20.785,-156.46556
"12-Oct-16",12,"Oct",2016,"Unprovoked","AUSTRALIA","New South Wales","Sharpes Beach, Ballina","Surfing","M",25,"Minor wound to lower right leg & surfboard bitten","N","Unknown","Sharpes Beach, Ballina , New South Wales , AUSTRALIA",-28.8713999622834,153.586550081888
"10-Oct-16",10,"Oct",2016,"Unprovoked","USA","Oregon","Indian Beach, Ecola State Park, Clatsop County","Surfing","M",29,"Wounds to upper thigh and lower leg","N","Unknown","Indian Beach, Ecola State Park, Clatsop County , Oregon , USA",45.9158600000001,-123.96645
"2-Oct-16",2,"Oct",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",21,"Cuts to dorsal surface of left foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"1-Oct-16",1,"Oct",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",32,"Minor injuries","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"26-Sep-16",26,"Sep",2016,"Unprovoked","AUSTRALIA","New South Wales","Lighthouse Beach, Ballina","Surfing","M",17,"4 deep lacerations to thigh","N","White shark","Lighthouse Beach, Ballina , New South Wales , AUSTRALIA",-28.8677299999999,153.59203
"18-Sep-16",18,"Sep",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",16,"Minor injury to thigh","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"18-Sep-16",18,"Sep",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",36,"Lacerations to hands","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"18-Sep-16",18,"Sep",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",43,"Lacerations to lower leg","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"17-Sep-16",17,"Sep",2016,"Unprovoked","USA","California","Bunkers, Humboldt Bay, Eureka, Humboldt County","Surfing","M",43,"No injury, board bitten","N","Unknown","Bunkers, Humboldt Bay, Eureka, Humboldt County , California , USA",40.7417620000001,-124.21014
"7-Sep-16",7,"Sep",2016,"Unprovoked","USA","Hawaii","Makaha, Oahu","Swimming","F",51,"Severe lacerations to shoulder & forearm","N","Tiger shark","Makaha, Oahu , Hawaii , USA",21.4694400000001,-158.2175
"6-Sep-16",6,"Sep",2016,"Unprovoked","NEW CALEDONIA","North Province","Koumac","Surfing","M",50,"FATAL","Y","Unknown","Koumac , North Province , NEW CALEDONIA",-20.5666699999999,164.28333
"5-Sep-16",5,"Sep",2016,"Unprovoked","USA","South Carolina","Kingston Plantation, Myrtle Beach, Horry County","Paddle and Boogie boarding","F",12,"Lacerations & punctures to lower right leg","N","Unknown","Kingston Plantation, Myrtle Beach, Horry County , South Carolina , USA",33.773830686238,-78.7795350563738
"4-Sep-16",4,"Sep",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Paddle and Boogie boarding","M",9,"Foot bitten","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"1-Sep-16",1,"Sep",2016,"Unprovoked","USA","California","Refugio State Beach, Santa Barbara County","Fishing","M",22,"Two toes broken & lacerated","N","White shark","Refugio State Beach, Santa Barbara County , California , USA",34.4631000000001,-120.06919
"29-Aug-16",29,"Aug",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",25,"Lacerations to right foot","N","Bull shark","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"29-Aug-16",29,"Aug",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",37,"Minor injury to ankle","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"27-Aug-16",27,"Aug",2016,"Unprovoked","REUNION",NA,"Boucan Canot","Surfing","M",20,"Right arm severed, ankle severely bitten","N","Bull shark","Boucan Canot , NA , REUNION",-21.0303,55.22691
"25-Aug-16",25,"Aug",2016,"Unprovoked","USA","Florida","Ponte Vedra, St. Johns County","Walking","M",49,"Minor injury to ankle","N","Unknown","Ponte Vedra, St. Johns County , Florida , USA",30.09655,-81.46575
"7-Aug-16",7,"Aug",2016,"Unprovoked","BAHAMAS","New Providence Island","Nassau","Snorkeling","M",15,"Lacerations to left leg","N","Unknown","Nassau , New Providence Island , BAHAMAS",25.07744,-77.34075
"6-Aug-16",6,"Aug",2016,"Unprovoked","USA","Hawaii","Maui","Paddle and Boogie boarding","M",21,"No inury, shark & board collided","N","Tiger shark","Maui , Hawaii , USA",20.58194,-156.375
"4-Aug-16",4,"Aug",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",22,"Big toe bitten","N","Blacktip shark","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"29-Jul-16",29,"Jul",2016,"Unprovoked","SPAIN","Alicante Province","Arenales del Sol","Swimming","M",40,"Lacerations to right hand","N","Blue shark","Arenales del Sol , Alicante Province , SPAIN",38.2559400000001,-0.517739999999947
"28-Jul-16",28,"Jul",2016,"Unprovoked","CHINA","Hong Kong",NA,"Swimming","M",72,"Lacerations to leg","N","Unknown","NA , Hong Kong , CHINA",22.3519583230001,114.119385987
"26-Jul-16",26,"Jul",2016,"Unprovoked","AUSTRALIA","New South Wales","Sharpes Beach, Ballina","Surfing","M",18,"No injury. Leg rope severed, knocked off board by shark","N","Unknown","Sharpes Beach, Ballina , New South Wales , AUSTRALIA",-28.8713999622834,153.586550081888
"24-Jul-16",24,"Jul",2016,"Unprovoked","JAPAN","Kochi Prefecture","Irino Beach","Surfing","M",29,"Lacerations to left leg","N","Unknown","Irino Beach , Kochi Prefecture , JAPAN",33.02381552,133.01005311
"23-Jul-16",23,"Jul",2016,"Unprovoked","AUSTRALIA","Tasmania","Clifton Beach","Surfing","M",36,"Calf bumped but no injury","N","Unknown","Clifton Beach , Tasmania , AUSTRALIA",-42.99022,147.52236
"20-Jul-16",20,"Jul",2016,"Provoked","AUSTRALIA","Queensland","20 k off The Spit, off the Gold Coast","Fishing","M",31,"Laceration to left calf from hooked shark PROVOKED INCIDENT","N","Reef shark","20 k off The Spit, off the Gold Coast , Queensland , AUSTRALIA",-27.9521399999999,153.42684
"16-Jul-16",16,"Jul",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","F",9,"Minor injury to leg","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"15-Jul-16",15,"Jul",2016,"Unprovoked","USA","California","Surfside, Orange County","Surfing","M",61,"No injury, board damaged","N","White shark","Surfside, Orange County , California , USA",33.7287900000001,-118.08397
"8-Jul-16",8,"Jul",2016,"Unprovoked","SPAIN","Canary Islands","Las Teresitas, Tenerife","Walking","F",10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide","N","Angel shark","Las Teresitas, Tenerife , Canary Islands , SPAIN",28.51,-16.1849
"7-Jul-16",7,"Jul",2016,"Provoked","USA","Massachusetts","Off Gloucester, Essec County","Fishing","M",59,"Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT","N","Dogfish shark","Off Gloucester, Essec County , Massachusetts , USA",42.6143500000001,-70.66811
"6-Jul-16",6,"Jul",2016,"Unprovoked","USA","Florida","Melbourne Beach, Brevard County","Swimming","F",42,"Buttocks, thigh, left hand & wrist injured","N","Unknown","Melbourne Beach, Brevard County , Florida , USA",28.0683900000001,-80.5653399999999
"4-Jul-16",4,"Jul",2016,"Provoked","AUSTRALIA","Queensland","Palm Cove","Fishing","M",34,"Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT","N","Grey nurse shark","Palm Cove , Queensland , AUSTRALIA",-16.7448699999999,145.67105
"25-Jun-16",25,"Jun",2016,"Unprovoked","USA","North Carolina","Atlantic Beach, Emerald Isle, Carteret County","Surfing","M",11,"Foot injured","N","Unknown","Atlantic Beach, Emerald Isle, Carteret County , North Carolina , USA",34.7011200000001,-76.7392
"24-Jun-16",24,"Jun",2016,"Unprovoked","COLUMBIA","Isla Provedencia",NA,"Diving","M",59,"Severe bite to right hand","N","Caribbean reef shark","NA , Isla Provedencia , COLUMBIA",1.23880000000003,-77.5968
"23-Jun-16",23,"Jun",2016,"Unprovoked","SOUTH AFRICA","Western Cape Province","Ryspunt","Fishing","M",43,"Injuries to left leg & right hand","N","White shark","Ryspunt , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"21-Jun-16",21,"Jun",2016,"Unprovoked","USA","South Carolina","North Myrtle Beach, Horry County","Floating","M",42,"Lacerations and punctures to foot","N","Unknown","North Myrtle Beach, Horry County , South Carolina , USA",33.82766,-78.6849
"15-Jun-16",15,"Jun",2016,"Provoked","AUSTRALIA","Western Australia","Coral Bay","Fishing","M",19,"No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT","N","Unknown","Coral Bay , Western Australia , AUSTRALIA",-23.1434899999999,113.77289
"14-Jun-16",14,"Jun",2016,"Unprovoked","USA","Texas","Pirates Beach, Galveston","Floating","F",6,"Injury to lower leg","N","Unknown","Pirates Beach, Galveston , Texas , USA",29.2054200000001,-94.9401799999999
"11-Jun-16",11,"Jun",2016,"Unprovoked","USA","North Carolina","Atlantic Beach, Emerald Isle, Carteret County","Standing","M",19,"Laceration to wrist","N","Unknown","Atlantic Beach, Emerald Isle, Carteret County , North Carolina , USA",34.7011200000001,-76.7392
"5-Jun-16",5,"Jun",2016,"Unprovoked","USA","Florida","Flagler Beach, Flagler County","Swimming","M",64,"Leg bitten","N","Unknown","Flagler Beach, Flagler County , Florida , USA",29.48103,-81.12746
"5-Jun-16",5,"Jun",2016,"Unprovoked","AUSTRALIA","Western Australia","Mindarie","Diving","F",60,"FATAL","Y","Unknown","Mindarie , Western Australia , AUSTRALIA",-31.68369,115.71404
"4-Jun-16",4,"Jun",2016,"Unprovoked","EGYPT","Suez","Ain Sokhna","Swimming","M",23,"Leg severely bitten, surgically amputated","N","Mako shark","Ain Sokhna , Suez , EGYPT",29.6749100000001,32.33721
"31-May-16",31,"May",2016,"Unprovoked","AUSTRALIA","Western Australia","Falcon Beach, Mandurah","Surfing","M",29,"FATAL","Y","White shark","Falcon Beach, Mandurah , Western Australia , AUSTRALIA",-32.5828,115.66679
"29-May-16",29,"May",2016,"Unprovoked","USA","Florida","Neptune, Duval County","Swimming","M",13,"Injury to posterior right leg","N","Unknown","Neptune, Duval County , Florida , USA",30.323069,-81.397408
"22-May-16",22,"May",2016,"Unprovoked","USA","Florida","Vero Beach, Indian River County","Swimming","F",57,"Puncture wounds to thigh","N","Unknown","Vero Beach, Indian River County , Florida , USA",27.63885,-80.3939599999999
"21-May-16",21,"May",2016,"Unprovoked","USA","Florida","St. Petersburg, Pinellas County","Swimming","F",22,"Lacerations and puncture wounds to foot and ankle","N","Bull shark","St. Petersburg, Pinellas County , Florida , USA",27.77119,-82.6387599999999
"21-May-16",21,"May",2016,"Unprovoked","USA","Florida","Hugenot Beach , Jacksonville, Duval County","Swimming","F",11,"Back, arm & hand injured","N","Unknown","Hugenot Beach , Jacksonville, Duval County , Florida , USA",30.3846934077862,-81.48926645393
"18-May-16",18,"May",2016,"Unprovoked","USA","Florida","Ponte Vedra, St. Johns County","Swimming","M",48,"Ankle bitten","N","Blacktip shark","Ponte Vedra, St. Johns County , Florida , USA",30.09655,-81.46575
"3-May-16",3,"May",2016,"Unprovoked","USA","Hawaii","Wailea Beach, Maui","Floating","M",59,"Minor lacerations to right shoulder","N","Unknown","Wailea Beach, Maui , Hawaii , USA",20.685036,-156.439542
"2-May-16",2,"May",2016,"Provoked","NEW ZEALAND","North Island","Cormandel","Fishing","M",39,"Foot bitten by landed shark PROVOKED INCIDENT","N","Mako shark","Cormandel , North Island , NEW ZEALAND",-38.9999999999999,176
"25-Apr-16",25,"Apr",2016,"Unprovoked","INDONESIA","Bali","Balian","Surfing","M",24,"Elbow bitten","N","Bull shark","Balian , Bali , INDONESIA",-8.10612999999995,115.20336
"23-Apr-16",23,"Apr",2016,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",15,"Minor injury to left foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"19-Apr-16",19,"Apr",2016,"Unprovoked","AUSTRALIA","New South Wales","First Sun Beach, Byron Bay","Swimming","M",12,"Minor puncture wound to foot","N","Wobbegong shark","First Sun Beach, Byron Bay , New South Wales , AUSTRALIA",-28.6350899999999,153.5787
"18-Apr-16",18,"Apr",2016,"Provoked","FRENCH POLYNESIA","Tuamotos","Makemo Atoll","Fishing","M",26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT","N","Grey reef shark","Makemo Atoll , Tuamotos , FRENCH POLYNESIA",-16.5833299999999,-143.66667
"13-Apr-16",13,"Apr",2016,"Unprovoked","USA","Florida","Off Singer Island, Palm Beach County","Fishing","M",26,"Multiple bites to right arm","N","Bull shark","Off Singer Island, Palm Beach County , Florida , USA",26.78506,-80.03754
"9-Apr-16",9,"Apr",2016,"Unprovoked","NEW CALEDONIA","Grand Terre","Poe Beach","Walking","F",69,"FATAL","Y","Tiger shark","Poe Beach , Grand Terre , NEW CALEDONIA",-21.307791316,165.701841842
"7-Apr-16",7,"Apr",2016,"Unprovoked","USA","Florida","Florida Keys, Monroe County","Fishing","M",34,"Left hand bitten","N","Unknown","Florida Keys, Monroe County , Florida , USA",24.66709,-81.58314
"31-Mar-16",31,"Mar",2016,"Unprovoked","USA","Hawaii","Olowalu, Maui","Snorkeling","F",46,"Minor injury to left foot","N","Unknown","Olowalu, Maui , Hawaii , USA",20.8139800000001,-156.62524
"30-Mar-16",30,"Mar",2016,"Unprovoked","AUSTRALIA","New South Wales","Bombo Beach","Surfing","M",22,"Severe injury to thigh","N","Unknown","Bombo Beach , New South Wales , AUSTRALIA",-34.0173780646453,151.025202770007
"28-Mar-16",28,"Mar",2016,"Unprovoked","AUSTRALIA","New South Wales","North Cronulla Beach","Surfing","M",41,"No injury, board dented","N","Unknown","North Cronulla Beach , New South Wales , AUSTRALIA",-34.05002,151.15607
"11-Mar-16",11,"Mar",2016,"Unprovoked","USA","Florida","Vero Beach, St. Lucie County","Paddle and Boogie boarding","M",19,"Lacerations to right foot and ankle","N","Unknown","Vero Beach, St. Lucie County , Florida , USA",27.3321415197269,-80.3266319753605
"10-Mar-16",10,"Mar",2016,"Unprovoked","FIJI","Vanua Levu",NA,"Diving","M",45,"FATAL","Y","Unknown","NA , Vanua Levu , FIJI",-17.73333,177.95
"2-Mar-16",2,"Mar",2016,"Unprovoked","BRAZIL","Santa Catarina State","Escalerio Beach Balne?rio Cambori?","Swimming","M",41,"Minor injury to head","N","Tiger shark","Escalerio Beach Balne?rio Cambori? , Santa Catarina State , BRAZIL",-26.9915999999999,-48.6359899999999
"22-Feb-16",22,"Feb",2016,"Unprovoked","NEW CALEDONIA","South Province","Ricaudy Reef, Noumea","Surfing","M",21,"Puncture wounds to right thigh","N","Unknown","Ricaudy Reef, Noumea , South Province , NEW CALEDONIA",-22.24292,166.46133
"19-Feb-16",19,"Feb",2016,"Unprovoked","NEW CALEDONIA","South Province","Yate","Fishing","M",31,"Forearm bitten","N","Unknown","Yate , South Province , NEW CALEDONIA",-22.16667,166.95
"5-Feb-16",5,"Feb",2016,"Unprovoked","AUSTRALIA","Queensland","Stradbroke Island","Walking","F",45,"Foot nipped","N","Unknown","Stradbroke Island , Queensland , AUSTRALIA",-27.58861,153.45389
"4-Feb-16",4,"Feb",2016,"Unprovoked","AUSTRALIA","New South Wales","Hams Beach","Surfing","M",40,"No injury, shark bit board","N","Unknown","Hams Beach , New South Wales , AUSTRALIA",-35.3637045301972,145.874641172007
"2-Feb-16",2,"Feb",2016,"Unprovoked","BRAZIL","Balne?rio Cambori?","Estaleirinho beach","Swimming","M",41,"Lacerations to scalp","N","Tiger shark","Estaleirinho beach , Balne?rio Cambori? , BRAZIL",-27.04864,-48.58827
"25-Jan-16",25,"Jan",2016,"Unprovoked","USA","Hawaii","Hanalei Bay, Kauai,","Surfing","F",15,"No injury","N","Unknown","Hanalei Bay, Kauai, , Hawaii , USA",22.21,-159.50917
"23-Jan-16",23,"Jan",2016,"Unprovoked","USA","Hawaii","Wailea Beach, Maui","Paddle and Boogie boarding","M",48,"No injury","N","Tiger shark","Wailea Beach, Maui , Hawaii , USA",20.685036,-156.439542
"5-Jan-16",5,"Jan",2016,"Unprovoked","AUSTRALIA","Queensland","Heron Island","Walking","M",11,"Laceration to right calf","N","Blacktip shark","Heron Island , Queensland , AUSTRALIA",-23.4418699999999,151.91285
"2-Jan-16",2,"Jan",2016,"Unprovoked","AUSTRALIA","Queensland","Miall Island","Fishing","M",31,"Lacerations to arms & leg","N","Unknown","Miall Island , Queensland , AUSTRALIA",-23.1522199999999,150.90443
"25-Dec-15",25,"Dec",2015,"Unprovoked","SPAIN","Grand Canary Island","Arinaga Beach, Aguimes, Gran Canaria","Swimming","F",38,"Lacerations to left forearm","N","Unknown","Arinaga Beach, Aguimes, Gran Canaria , Grand Canary Island , SPAIN",28.0479861842764,-16.5400576750208
"22-Dec-15",22,"Dec",2015,"Unprovoked","USA","Hawaii","La'aloa Beach Park","Paddle and Boogie boarding","M",71,"No injury, shark bit board","N","Unknown","La'aloa Beach Park , Hawaii , USA",19.5944474359184,-155.963663973584
"21-Dec-15",21,"Dec",2015,"Unprovoked","AUSTRALIA","New South Wales","Bondi Beach","Surfing","M",43,"No injury, shark leapt on surfboard","N","Bronze whaler shark","Bondi Beach , New South Wales , AUSTRALIA",-33.88866,151.27786
"21-Dec-15",21,"Dec",2015,"Unprovoked","BRAZIL","Pernambuco","Fernano de Noronha","Diving","M",32,"Right hand & part of forearm removed","N","Tiger shark","Fernano de Noronha , Pernambuco , BRAZIL",-3.84492999999998,-32.4085899999999
"11-Dec-15",11,"Dec",2015,"Unprovoked","BAHAMAS",NA,"Off Andros Island","Fishing","M",26,"Bitten on thigh, abdomen & hand","N","Bull shark","Off Andros Island , NA , BAHAMAS",24.4333300000001,-77.95
"8-Dec-15",8,"Dec",2015,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Mpande","Swimming","F",22,"Lacerations to both hands and forearms","N","Unknown","Mpande , Eastern Cape Province , SOUTH AFRICA",-32.190872375,26.475417807
"20-Nov-15",20,"Nov",2015,"Unprovoked","ECUADOR","Galapagos Islands","Punta Vicente Roca, Isabella Island","Snorkeling","M",55,"Lacerations to left calf","N","Galapagos shark","Punta Vicente Roca, Isabella Island , Galapagos Islands , ECUADOR",-0.499999999999943,-91.06667
"15-Nov-15",15,"Nov",2015,"Unprovoked","USA","Florida","Ocean Reef Park, Singer Island, Palm Beach County","Surfing","M",28,"Lacerations to hand","N","Spinner shark","Ocean Reef Park, Singer Island, Palm Beach County , Florida , USA",26.79378,-80.0345
